"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"32005001900","Census Tract 19, Douglas County, Nevada","Census Tract 19, Douglas County, Nevada","nv","140","00","ACSSF","0000827",,,,,"32","005",,,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005001900",,,"147139996","141803",1349,1349,23.74537,56.8110740281422,1349,621,728,1349,74,106,35,69,29,63,80,100,323,278,150,42,1349,1272,0,45,0,0,19,13,526,467,416,51,10,41,59,30,29,135764,849,526,437,89,1322,35,138,173,1149
"32005002000","Census Tract 20, Douglas County, Nevada","Census Tract 20, Douglas County, Nevada","nv","140","00","ACSSF","0000828",,,,,"32","005",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005002000",,,"9580919","0",3367,3367,910.1934,3.69921366431041,3367,1685,1682,3367,172,224,201,169,282,284,417,370,672,264,243,69,3367,2898,5,66,50,0,285,63,1317,954,632,322,139,183,363,188,175,57325,1350,1317,956,361,3367,460,631,1091,2276
"32005002100","Census Tract 21, Douglas County, Nevada","Census Tract 21, Douglas County, Nevada","nv","140","00","ACSSF","0000829",,,,,"32","005",,,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005002100",,,"6806150","281",2179,2179,829.1889,2.62786931831344,2179,1030,1149,2179,137,94,112,48,139,285,184,268,401,289,200,22,2179,1897,21,0,25,0,101,135,869,630,523,107,16,91,239,85,154,71653,869,869,628,241,2150,98,139,237,1913
"32005002200","Census Tract 22, Douglas County, Nevada","Census Tract 22, Douglas County, Nevada","nv","140","00","ACSSF","0000830",,,,,"32","005",,,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005002200",,,"108387798","478135",6379,6379,152.4298,41.8487653224648,6379,3450,2929,6379,179,272,328,180,252,309,618,1092,1161,1350,551,87,6379,6125,82,38,0,0,34,100,2688,2110,1933,177,74,103,578,263,315,81441,2772,2688,2408,280,6379,287,691,978,5401
"32005002300","Census Tract 23, Douglas County, Nevada","Census Tract 23, Douglas County, Nevada","nv","140","00","ACSSF","0000831",,,,,"32","005",,,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005002300",,,"664550452","347147",3515,3515,13.6992,256.584379541527,3515,1744,1771,3515,111,203,154,132,115,149,243,502,867,671,305,63,3515,3375,5,33,44,0,0,58,1473,1127,999,128,22,106,346,181,165,87375,1637,1473,1257,216,3515,210,325,535,2980
"32005002400","Census Tract 24, Douglas County, Nevada","Census Tract 24, Douglas County, Nevada","nv","140","00","ACSSF","0000832",,,,,"32","005",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005002400",,,"369154758","1180533",1868,1868,13.10588,142.531452655379,1868,1000,868,1868,82,137,171,123,124,149,259,211,219,274,107,12,1868,1027,10,490,33,0,228,80,687,475,296,179,37,142,212,116,96,43021,763,687,503,184,1814,494,383,877,937
"32005002500","Census Tract 25, Douglas County, Nevada","Census Tract 25, Douglas County, Nevada","nv","140","00","ACSSF","0000833",,,,,"32","005",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005002500",,,"303184907","4093239",1804,1804,15.41085,117.060347769951,1804,957,847,1804,72,60,59,31,71,169,116,258,406,305,223,34,1804,1601,12,30,9,5,59,88,864,523,424,99,55,44,341,179,162,46481,1004,864,684,180,1804,254,431,685,1119
"32005990000","Census Tract 9900, Douglas County, Nevada","Census Tract 9900, Douglas County, Nevada","nv","140","00","ACSSF","0000834",,,,,"32","005",,,,"990000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32005990000",,,"0","63376813",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"32031000101","Census Tract 1.01, Washoe County, Nevada","Census Tract 1.01, Washoe County, Nevada","nv","140","00","ACSSF","0000882",,,,,"32","031",,,,"000101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000101",,,"1427477","0",3123,3123,5666.314,0.551151974449302,3123,1767,1356,3123,65,36,36,0,334,560,251,515,622,525,157,22,3123,2313,146,30,261,24,144,205,2185,395,312,83,15,68,1790,1145,645,27213,2582,2185,432,1753,3113,972,680,1652,1461
"32031000102","Census Tract 1.02, Washoe County, Nevada","Census Tract 1.02, Washoe County, Nevada","nv","140","00","ACSSF","0000883",,,,,"32","031",,,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000102",,,"2495518","0",2755,2755,2859.293,0.963524927528622,2755,1757,998,2755,28,106,24,32,188,448,290,573,594,321,119,32,2755,2103,260,104,82,30,84,92,1630,297,148,149,79,70,1333,950,383,18539,2186,1630,83,1547,2755,1168,862,2030,725
"32031000201","Census Tract 2.01, Washoe County, Nevada","Census Tract 2.01, Washoe County, Nevada","nv","140","00","ACSSF","0000884",,,,,"32","031",,,,"000201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000201",,,"1075443","0",3271,3271,7877.545,0.415230881378601,3271,1637,1634,3271,308,323,125,160,357,454,430,608,242,135,103,26,3271,2242,72,96,55,25,733,48,1241,717,426,291,124,167,524,252,272,27739,1383,1241,406,835,3263,1004,1128,2132,1131
"32031000202","Census Tract 2.02, Washoe County, Nevada","Census Tract 2.02, Washoe County, Nevada","nv","140","00","ACSSF","0000885",,,,,"32","031",,,,"000202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000202",,,"826399","0",2928,2928,9176.542,0.319074451310199,2928,1478,1450,2928,153,51,216,10,183,796,401,398,396,250,59,15,2928,2501,51,111,80,97,37,51,1521,459,197,262,109,153,1062,591,471,25607,1674,1521,65,1456,2922,858,883,1741,1181
"32031000300","Census Tract 3, Washoe County, Nevada","Census Tract 3, Washoe County, Nevada","nv","140","00","ACSSF","0000886",,,,,"32","031",,,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000300",,,"1519771","0",3596,3596,6128.29,0.586786888587901,3596,2027,1569,3596,58,157,35,54,336,1084,423,557,356,398,59,79,3596,3254,10,16,164,16,77,59,2255,554,313,241,148,93,1701,918,783,36361,2313,2255,549,1706,3596,480,961,1441,2155
"32031000400","Census Tract 4, Washoe County, Nevada","Census Tract 4, Washoe County, Nevada","nv","140","00","ACSSF","0000887",,,,,"32","031",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000400",,,"3038402","0",5309,5309,4525.486,1.17313362069631,5309,2673,2636,5309,286,173,279,234,322,758,800,612,726,701,274,144,5309,5067,31,59,40,0,16,96,2581,1217,864,353,121,232,1364,760,604,63836,2731,2581,1547,1034,5309,564,471,1035,4274
"32031000700","Census Tract 7, Washoe County, Nevada","Census Tract 7, Washoe County, Nevada","nv","140","00","ACSSF","0000888",,,,,"32","031",,,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000700",,,"2275979","0",5212,5212,5931.082,0.878760442133323,5212,2354,2858,5212,232,243,204,178,572,871,697,660,806,504,144,101,5212,3592,15,236,621,16,546,186,2587,804,377,427,35,392,1783,925,858,35476,2910,2587,709,1878,5131,847,1615,2462,2669
"32031000900","Census Tract 9, Washoe County, Nevada","Census Tract 9, Washoe County, Nevada","nv","140","00","ACSSF","0000889",,,,,"32","031",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031000900",,,"1197262","0",4604,4604,9959.646,0.462265462233802,4604,2495,2109,4604,432,332,292,239,310,598,687,802,494,271,77,70,4604,3484,181,1,132,0,702,104,1761,881,446,435,171,264,880,621,259,27420,2071,1761,236,1525,4590,1437,1869,3306,1284
"32031001005","Census Tract 10.05, Washoe County, Nevada","Census Tract 10.05, Washoe County, Nevada","nv","140","00","ACSSF","0000890",,,,,"32","031",,,,"001005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001005",,,"2476147","4238",2797,2797,2925.592,0.956045742296876,2797,1159,1638,2797,136,98,151,45,224,372,297,386,290,470,248,80,2797,2276,66,17,244,0,42,152,1401,618,472,146,22,124,783,330,453,45878,1543,1401,663,738,2755,368,677,1045,1710
"32031001008","Census Tract 10.08, Washoe County, Nevada","Census Tract 10.08, Washoe County, Nevada","nv","140","00","ACSSF","0000891",,,,,"32","031",,,,"001008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001008",,,"609866","0",4456,4456,18923.81,0.235470589052922,4456,2445,2011,4456,454,233,384,143,668,678,560,502,433,269,100,32,4456,2402,281,57,233,129,865,489,1995,821,386,435,95,340,1174,767,407,27229,2186,1995,63,1932,4416,1293,1922,3215,1201
"32031001009","Census Tract 10.09, Washoe County, Nevada","Census Tract 10.09, Washoe County, Nevada","nv","140","00","ACSSF","0000892",,,,,"32","031",,,,"001009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001009",,,"764258","80078",2920,2920,9895.565,0.295081676054098,2920,1506,1414,2920,148,256,101,57,309,681,224,373,333,236,100,102,2920,2168,57,17,201,118,307,52,1494,475,319,156,41,115,1019,490,529,31429,1652,1494,324,1170,2920,594,735,1329,1591
"32031001010","Census Tract 10.10, Washoe County, Nevada","Census Tract 10.10, Washoe County, Nevada","nv","140","00","ACSSF","0000893",,,,,"32","031",,,,"001010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001010",,,"5602216","0",2873,2873,1328.231,2.1630277823681,2873,1397,1476,2873,111,107,153,150,121,303,370,341,638,260,205,114,2873,2682,21,39,50,42,21,18,1238,856,737,119,20,99,382,182,200,93125,1279,1238,996,242,2858,145,328,473,2385
"32031001011","Census Tract 10.11, Washoe County, Nevada","Census Tract 10.11, Washoe County, Nevada","nv","140","00","ACSSF","0000894",,,,,"32","031",,,,"001011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001011",,,"7493424","0",3659,3659,1264.678,2.89322730452805,3659,1914,1745,3659,127,161,233,262,196,172,368,475,795,604,204,62,3659,3402,31,32,58,11,0,125,1370,1141,1033,108,37,71,229,149,80,125577,1462,1370,1254,116,3648,182,234,416,3232
"32031001012","Census Tract 10.12, Washoe County, Nevada","Census Tract 10.12, Washoe County, Nevada","nv","140","00","ACSSF","0000895",,,,,"32","031",,,,"001012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001012",,,"10840525","0",3107,3107,742.3158,4.18555028054184,3107,1509,1598,3107,122,108,233,75,151,227,230,534,632,438,222,135,3107,2688,4,42,149,13,8,203,1263,813,749,64,7,57,450,224,226,85117,1365,1263,1008,255,2945,201,129,330,2615
"32031001013","Census Tract 10.13, Washoe County, Nevada","Census Tract 10.13, Washoe County, Nevada","nv","140","00","ACSSF","0000896",,,,,"32","031",,,,"001013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001013",,,"39582641","0",6235,6235,407.9712,15.2829433958767,6235,2936,3299,6235,69,245,529,290,231,181,740,1006,1202,1179,452,111,6235,5750,0,17,275,10,30,153,2659,2165,2007,158,17,141,494,272,222,135327,2678,2659,2432,227,6235,343,302,645,5590
"32031001014","Census Tract 10.14, Washoe County, Nevada","Census Tract 10.14, Washoe County, Nevada","nv","140","00","ACSSF","0000897",,,,,"32","031",,,,"001014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001014",,,"7564263","163229",2323,2323,795.3904,2.92057839650222,2323,1117,1206,2323,112,44,146,96,47,266,311,317,348,342,247,47,2323,2118,0,0,86,0,11,108,1160,634,511,123,61,62,526,213,313,77195,1350,1160,668,492,2323,122,236,358,1965
"32031001015","Census Tract 10.15, Washoe County, Nevada","Census Tract 10.15, Washoe County, Nevada","nv","140","00","ACSSF","0000898",,,,,"32","031",,,,"001015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001015",,,"5180029","6688",4502,4502,2250.977,2.00002046341527,4502,2147,2355,4502,112,127,359,86,70,541,527,634,754,776,328,188,4502,4173,79,2,101,0,19,128,2090,1232,1045,187,43,144,858,335,523,94063,2269,2090,1469,621,4345,181,165,346,3999
"32031001101","Census Tract 11.01, Washoe County, Nevada","Census Tract 11.01, Washoe County, Nevada","nv","140","00","ACSSF","0000899",,,,,"32","031",,,,"001101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001101",,,"1612007","0",2895,2895,4651.354,0.62239940880035,2895,1332,1563,2895,173,139,175,74,199,372,291,423,355,426,193,75,2895,2645,35,2,69,0,81,63,1348,683,552,131,70,61,665,256,409,70988,1493,1348,975,373,2867,219,302,521,2346
"32031001103","Census Tract 11.03, Washoe County, Nevada","Census Tract 11.03, Washoe County, Nevada","nv","140","00","ACSSF","0000900",,,,,"32","031",,,,"001103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001103",,,"11935468","36610",5240,5240,1137.076,4.60831015433276,5240,2409,2831,5240,151,307,251,291,119,320,521,769,985,806,500,220,5240,4638,79,42,292,0,20,169,2176,1561,1401,160,49,111,615,166,449,120326,2231,2176,1955,221,5240,354,383,737,4503
"32031001104","Census Tract 11.04, Washoe County, Nevada","Census Tract 11.04, Washoe County, Nevada","nv","140","00","ACSSF","0000901",,,,,"32","031",,,,"001104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001104",,,"3995320","0",4729,4729,3065.6,1.54260174178413,4729,2264,2465,4729,191,194,259,201,230,634,431,660,739,675,359,156,4729,4320,20,11,218,9,11,140,1933,1395,1174,221,101,120,538,273,265,98908,1992,1933,1640,293,4729,108,336,444,4285
"32031001105","Census Tract 11.05, Washoe County, Nevada","Census Tract 11.05, Washoe County, Nevada","nv","140","00","ACSSF","0000902",,,,,"32","031",,,,"001105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001105",,,"4160140","0",3838,3838,2389.433,1.60623910226611,3838,1792,2046,3838,105,214,241,185,164,212,348,494,750,704,296,125,3838,3560,11,0,224,1,0,42,1661,1161,989,172,47,125,500,181,319,104176,1681,1661,1477,184,3838,128,137,265,3573
"32031001201","Census Tract 12.01, Washoe County, Nevada","Census Tract 12.01, Washoe County, Nevada","nv","140","00","ACSSF","0000903",,,,,"32","031",,,,"001201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001201",,,"4599286","0",2542,2542,1431.472,1.77579432800461,2542,1266,1276,2542,97,104,159,17,321,496,305,489,226,220,88,20,2542,2149,156,31,81,24,71,30,1391,549,391,158,80,78,842,453,389,43110,1545,1391,486,905,2528,492,363,855,1673
"32031001202","Census Tract 12.02, Washoe County, Nevada","Census Tract 12.02, Washoe County, Nevada","nv","140","00","ACSSF","0000904",,,,,"32","031",,,,"001202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001202",,,"2073472","0",5119,5119,6394.178,0.800572048982466,5119,2458,2661,5119,413,273,262,159,572,1220,531,784,488,174,97,146,5119,3498,131,230,265,1,537,457,2464,1049,489,560,162,398,1415,758,657,36611,2632,2464,436,2028,5051,1182,1460,2642,2409
"32031001300","Census Tract 13, Washoe County, Nevada","Census Tract 13, Washoe County, Nevada","nv","140","00","ACSSF","0000905",,,,,"32","031",,,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32031001300",,,"1588802","0",3622,3622,5904.409,0.613439907829689,3622,2009,1613,3622,256,136,62,109,586,516,423,381,575,375,146,57,3622,3175,39,18,184,25,124,57,1401,715,501,214,114,100,686,428,258,55898,1498,1401,838,563,3596,614,626,1240,2356
